recovery_deficit_m,exposed_area_m2,deficit_x_exposed,target
3.33,12.66,42.21,1
0.66,0.99,0.65,0
4.29,15.54,66.74,1
2.32,8.82,20.45,1
0.51,1.99,1.01,0
2.11,6.89,14.52,0
0.48,0.6,0.29,1
3.21,12.23,39.23,1
2.55,8.57,21.85,1
0.36,0.5,0.18,0
4.2,15.6,65.53,1
0.59,1.87,1.11,1
3.72,13.45,50.06,1
0.56,1.55,0.86,0
1.01,3.87,3.93,0
3.35,12.16,40.75,1
0.1,0.5,0.05,0
0.1,0.5,0.05,0
0.73,2.91,2.12,0
3.05,12.28,37.41,1
0.72,3.43,2.48,1
4.5,18.12,81.5,1
4.51,17.81,80.31,1
3.08,11.9,36.67,1
0.44,1.32,0.58,0
0.94,3.27,3.09,1
1.58,5.29,8.33,0
4.11,15.63,64.29,1
3.48,13.78,47.93,1
3.97,14.52,57.68,1
0.1,0.5,0.05,1
1.34,4.57,6.14,0
3.95,15.18,59.93,1
2.78,10.11,28.06,1
3.66,13.31,48.66,1
3.89,14.24,55.39,0
0.78,3.37,2.63,1
0.34,1.2,0.41,0
1.25,4.41,5.53,0
0.47,2.01,0.95,0
4.0,14.86,59.43,1
3.36,13.68,46.03,1
2.88,10.18,29.36,1
3.64,13.68,49.77,1
3.47,12.08,41.95,1
0.2,0.5,0.1,1
3.49,11.9,41.49,1
0.5,2.5,1.26,1
0.68,3.18,2.15,0
3.58,14.24,51.01,1
0.1,0.5,0.05,0
0.75,2.16,1.63,0
3.05,10.96,33.44,1
1.26,6.01,7.56,1
0.68,3.75,2.57,1
3.97,15.17,60.19,1
3.27,12.02,39.35,1
0.72,3.85,2.79,0
0.87,2.76,2.41,1
3.33,12.82,42.64,1
0.11,1.5,0.17,1
3.28,11.79,38.65,1
0.13,1.17,0.15,0
1.55,6.29,9.72,1
2.88,10.9,31.38,1
2.64,9.22,24.31,1
1.49,5.08,7.58,0
3.35,12.95,43.33,1
0.1,0.5,0.05,0
0.15,0.66,0.1,0
3.72,14.57,54.23,1
2.07,8.66,17.93,0
4.06,14.29,57.95,1
0.1,1.43,0.14,0
0.2,2.13,0.43,0
4.32,16.76,72.48,1
3.75,13.42,50.33,1
3.14,11.67,36.67,1
3.81,14.45,55.11,1
1.6,6.29,10.06,0
2.7,10.29,27.81,1
2.56,9.94,25.43,1
2.91,11.0,32.06,1
3.5,13.53,47.4,1
3.87,14.34,55.47,1
3.06,11.36,34.8,0
3.04,11.08,33.66,1
1.3,6.48,8.44,1
2.16,9.38,20.28,1
0.49,2.31,1.13,0
3.1,12.84,39.77,1
2.6,10.51,27.28,1
1.71,6.65,11.37,1
3.76,13.1,49.29,1
0.39,1.28,0.5,1
2.84,10.54,29.96,1
3.82,13.59,51.86,1
0.1,0.5,0.05,0
0.28,1.47,0.42,1
3.04,11.81,35.93,1
1.34,4.15,5.55,0
0.36,0.77,0.28,1
2.05,8.73,17.91,1
2.85,10.12,28.81,1
0.1,0.52,0.05,0
0.63,2.23,1.4,1
3.85,15.03,57.84,1
0.22,0.5,0.11,1
0.1,0.5,0.05,0
3.0,11.53,34.55,1
3.39,13.07,44.35,0
1.33,5.13,6.83,1
0.69,2.9,2.0,1
1.02,5.62,5.71,0
1.52,7.84,11.94,0
3.71,13.59,50.41,1
0.26,0.5,0.13,1
0.21,1.28,0.27,0
0.1,0.53,0.05,0
1.07,4.9,5.21,1
3.02,11.72,35.44,1
3.2,12.21,39.1,1
3.05,12.48,38.05,1
0.1,1.4,0.14,0
2.55,8.57,21.81,1
4.41,16.12,71.18,1
0.44,1.57,0.68,1
4.1,15.67,64.28,0
0.92,3.31,3.04,1
3.43,13.37,45.83,1
0.89,4.17,3.71,1
0.1,1.76,0.18,1
1.82,7.37,13.39,1
0.73,2.1,1.53,1
4.15,15.65,64.94,1
0.66,2.44,1.61,1
0.24,1.31,0.31,1
2.01,7.95,15.99,0
1.13,5.93,6.69,0
0.1,0.5,0.05,0
0.74,3.11,2.29,1
3.53,15.31,54.09,1
0.42,1.11,0.46,1
1.14,4.45,5.07,0
0.9,2.67,2.41,1
0.55,2.15,1.18,1
4.07,14.85,60.49,0
0.42,2.45,1.04,1
3.01,11.54,34.71,1
0.94,2.83,2.66,1
0.47,2.44,1.14,0
0.33,1.38,0.45,1
0.1,1.14,0.11,0
3.58,12.67,45.31,1
0.2,1.04,0.21,0
0.51,2.55,1.29,0
3.95,14.66,57.85,1
0.11,0.5,0.06,0
4.57,17.33,79.21,1
4.97,19.87,98.77,1
0.35,2.24,0.79,0
0.1,0.5,0.05,1
3.03,10.48,31.72,1
4.06,15.08,61.18,1
0.1,0.5,0.05,0
1.33,5.4,7.16,0
0.86,3.18,2.72,1
0.1,0.5,0.05,0
1.34,5.96,7.96,0
0.36,1.48,0.54,0
2.87,11.25,32.3,1
0.1,0.5,0.05,1
0.47,0.5,0.24,1
3.6,12.52,45.05,1
0.11,0.5,0.06,0
0.1,0.84,0.08,1
0.58,0.5,0.29,0
0.81,4.34,3.51,1
2.83,10.89,30.8,1
3.68,15.08,55.51,1
0.98,3.03,2.98,1
3.77,14.71,55.42,1
0.95,3.69,3.51,1
3.18,12.72,40.4,1
2.18,8.09,17.62,0
0.57,2.54,1.45,0
0.28,1.94,0.54,0
0.1,0.5,0.05,0
3.59,13.84,49.69,1
3.26,10.89,35.51,1
2.08,8.47,17.61,1
3.3,14.1,46.53,1
0.58,1.2,0.7,0
4.03,15.25,61.51,1
3.3,13.25,43.77,1
0.1,0.5,0.05,0
3.67,14.09,51.75,1
0.16,0.5,0.08,0
4.23,15.74,66.63,1
1.54,5.8,8.95,0
0.46,1.79,0.83,0
4.16,14.86,61.8,1
2.85,10.78,30.74,1
0.1,1.63,0.16,1
0.1,0.5,0.05,0
0.41,0.56,0.23,1
3.49,13.16,45.99,0
0.77,2.37,1.83,0
3.71,13.03,48.35,1
3.88,14.85,57.6,1
2.04,7.18,14.63,0
0.22,0.5,0.11,0
4.59,17.56,80.57,1
3.44,11.85,40.78,1
1.23,3.29,4.06,0
4.59,17.98,82.52,1
1.17,2.91,3.41,0
0.84,2.4,2.01,1
3.67,12.49,45.78,1
4.3,15.94,68.49,1
2.77,10.87,30.14,0
1.01,3.92,3.95,1
0.1,2.29,0.23,1
1.61,7.0,11.3,0
3.61,12.98,46.9,1
2.91,10.09,29.32,1
2.75,12.6,34.62,1
3.25,13.21,42.94,1
3.93,15.42,60.63,1
0.48,1.9,0.92,0
1.35,5.34,7.2,0
0.99,2.58,2.56,1
0.18,0.82,0.15,1
1.99,7.61,15.13,1
4.04,14.63,59.14,1
4.57,16.94,77.48,1
0.4,2.72,1.08,0
0.9,3.31,2.97,0
3.26,14.04,45.72,1
1.26,3.41,4.31,1
0.1,0.5,0.05,0
3.14,10.69,33.53,1
0.85,2.27,1.93,1
2.41,8.51,20.54,1
4.58,17.66,80.91,1
3.1,11.99,37.14,0
0.36,0.81,0.29,0
3.34,10.92,36.53,1
4.45,18.08,80.38,1
0.88,3.13,2.77,1
0.92,2.62,2.42,0
4.37,16.81,73.36,1
4.37,16.76,73.24,0
0.93,3.26,3.02,0
0.1,0.5,0.05,0
3.68,13.05,47.96,1
3.23,12.86,41.49,1
0.44,0.86,0.37,1
0.88,2.86,2.52,1
0.42,2.13,0.9,1
4.14,16.68,68.96,1
3.86,15.93,61.5,1
1.83,7.79,14.25,0
3.76,14.02,52.66,1
3.75,13.01,48.8,1
4.44,17.98,79.76,1
4.55,18.37,83.52,0
0.47,1.27,0.6,1
0.41,2.29,0.94,1
2.5,9.23,23.06,1
0.1,1.58,0.16,0
3.3,12.11,39.93,1
0.48,3.42,1.66,1
3.74,14.83,55.45,1
4.13,17.13,70.76,1
1.4,4.95,6.92,0
4.03,15.65,63.09,1
2.91,10.3,30.0,1
0.33,1.91,0.62,1
1.22,5.37,6.56,0
1.53,7.74,11.87,1
2.99,11.76,35.19,1
1.05,4.55,4.76,1
0.2,0.5,0.1,0
0.34,1.73,0.59,0
3.3,12.25,40.45,1
0.23,0.95,0.21,1
3.19,12.27,39.14,0
1.18,4.22,4.99,0
3.56,13.58,48.35,1
4.32,16.11,69.58,0
3.11,11.51,35.78,1
0.23,1.74,0.4,0
3.06,11.76,35.98,1
4.72,18.21,85.95,1
3.37,11.64,39.26,1
2.53,9.94,25.09,1
3.74,14.65,54.81,0
3.23,11.96,38.62,1
3.25,14.03,45.64,1
3.01,9.62,28.96,1
3.7,14.69,54.35,1
2.14,8.68,18.54,1
0.1,0.81,0.08,1
0.88,3.47,3.04,1
2.64,10.48,27.69,1
3.76,15.0,56.47,1
3.11,11.22,34.84,1
1.17,4.68,5.48,1
0.63,2.26,1.43,0
0.25,0.5,0.12,1
3.8,15.0,56.93,1
2.52,9.11,22.94,0
3.16,10.82,34.2,1
0.13,0.5,0.07,0
4.5,16.46,74.03,1
3.96,15.89,62.97,1
0.15,0.71,0.11,0
3.73,15.28,57.03,1
1.0,3.25,3.24,0
3.33,13.37,44.56,0
0.75,5.11,3.82,0
2.5,9.78,24.46,0
1.92,8.0,15.4,0
1.26,5.35,6.74,0
0.1,0.5,0.05,0
0.59,2.71,1.6,0
0.1,0.63,0.06,0
3.23,12.07,38.98,1
3.47,12.49,43.4,0
2.06,8.37,17.22,1
0.29,0.5,0.14,0
0.63,4.1,2.58,0
0.16,0.69,0.11,1
0.56,1.14,0.63,0
0.99,3.36,3.34,0
0.1,0.5,0.05,0
0.4,3.44,1.37,1
3.62,13.06,47.29,0
0.94,3.48,3.27,1
3.17,11.61,36.79,1
1.0,4.22,4.24,1
3.34,12.26,40.91,1
0.96,2.73,2.62,1
0.1,0.5,0.05,0
0.9,3.18,2.85,0
1.55,5.42,8.41,1
1.4,4.88,6.82,0
4.02,16.23,65.23,1
0.93,3.26,3.02,1
5.54,20.15,111.65,1
3.11,11.46,35.65,1
3.79,14.45,54.75,1
0.7,1.59,1.11,1
0.33,2.57,0.86,1
2.28,9.38,21.42,0
0.76,4.04,3.08,1
2.13,8.43,17.99,0
0.48,0.5,0.24,0
0.73,4.0,2.91,0
0.72,2.05,1.48,1
3.72,13.52,50.36,1
3.86,14.81,57.22,1
1.36,6.29,8.58,0
3.33,13.51,45.06,1
0.42,2.32,0.97,0
0.47,1.53,0.71,0
0.7,2.39,1.67,0
3.49,13.55,47.36,1
2.18,8.17,17.79,1
0.73,3.5,2.57,0
3.28,13.14,43.15,1
2.15,8.65,18.63,1
0.3,0.5,0.15,1
4.48,17.12,76.69,1
0.43,1.54,0.66,1
0.1,0.51,0.05,1
0.1,0.5,0.05,1
1.46,4.5,6.59,1
0.67,2.93,1.97,0
3.65,13.57,49.49,1
1.91,7.71,14.72,0
0.93,2.99,2.77,0
1.2,5.68,6.79,0
1.7,7.28,12.4,0
3.47,13.44,46.7,1
0.13,0.5,0.07,0
4.32,17.11,74.0,1
2.34,9.2,21.52,0
4.57,17.54,80.09,1
2.99,12.21,36.53,1
2.22,9.59,21.31,1
2.55,8.7,22.21,1
3.2,11.32,36.21,0
3.08,11.08,34.15,1
2.77,9.32,25.79,1
3.36,12.71,42.66,1
5.5,21.37,117.49,0
1.88,7.12,13.37,1
3.51,12.9,45.26,1
3.74,15.13,56.63,1
1.74,6.74,11.76,0
2.1,8.24,17.27,1
0.27,1.96,0.54,1
0.1,0.5,0.05,0
4.14,17.37,71.9,1
3.95,14.64,57.78,1
3.98,16.71,66.42,1
3.21,11.43,36.73,1
1.08,4.51,4.86,1
0.82,2.61,2.14,0
0.42,2.49,1.04,0
1.72,6.14,10.54,1
2.2,8.59,18.91,0
3.62,13.22,47.79,1
2.05,8.56,17.58,0
0.11,0.5,0.06,0
1.16,5.76,6.68,0
0.2,0.5,0.1,1
1.49,4.57,6.8,0
3.46,13.92,48.22,1
0.1,0.5,0.05,0
0.63,2.4,1.52,1
0.66,2.25,1.49,1
3.93,13.88,54.53,0
2.3,8.67,19.94,1
0.93,4.54,4.22,1
3.48,14.03,48.8,1
0.68,2.79,1.91,1
1.23,5.57,6.85,1
3.15,11.14,35.12,1
1.27,4.58,5.83,0
2.19,8.65,18.98,1
0.57,2.08,1.19,0
0.63,2.2,1.39,1
5.19,18.76,97.39,0
2.7,8.58,23.15,1
2.71,10.95,29.69,1
3.42,13.21,45.24,1
3.86,15.41,59.54,0
1.32,4.66,6.14,0
0.86,2.68,2.3,1
2.91,11.05,32.13,1
3.07,12.35,37.91,1
0.56,1.94,1.09,0
4.97,19.51,96.88,1
1.08,3.29,3.56,1
0.99,3.62,3.58,1
3.64,13.78,50.21,1
3.82,15.5,59.21,0
0.1,0.55,0.05,0
0.56,3.52,1.97,0
3.82,13.43,51.31,1
2.8,10.76,30.18,1
3.1,11.92,36.95,1
0.39,1.96,0.76,1
4.28,15.61,66.76,1
0.1,1.73,0.17,0
2.63,10.0,26.27,1
3.78,13.48,50.92,0
0.1,0.5,0.05,0
0.17,0.5,0.08,0
0.56,4.34,2.42,1
3.33,13.5,44.95,0
0.67,2.59,1.74,0
0.1,0.5,0.05,0
3.16,12.76,40.29,1
1.85,7.83,14.47,0
2.93,8.81,25.85,1
0.8,3.54,2.82,0
1.68,6.42,10.81,0
0.1,0.5,0.05,1
4.22,16.75,70.74,1
1.05,5.79,6.07,1
2.91,11.51,33.5,1
0.1,1.26,0.13,0
0.3,2.56,0.76,0
1.18,3.82,4.51,0
4.03,13.81,55.6,0
4.08,16.02,65.3,0
0.3,0.94,0.28,0
0.1,0.5,0.05,0
0.49,1.81,0.9,1
3.3,13.14,43.42,1
0.28,0.94,0.26,1
8.0,29.77,238.16,0
2.44,9.1,22.22,1
0.82,3.1,2.53,1
0.1,0.5,0.05,0
2.9,10.89,31.53,1
0.1,0.5,0.05,0
3.9,15.34,59.81,1
0.11,0.5,0.05,1
1.48,6.42,9.48,1
0.17,0.5,0.09,0
3.64,13.39,48.68,0
0.69,2.86,1.97,0
1.81,6.19,11.22,1
2.5,9.73,24.36,1
2.7,9.68,26.16,1
2.85,10.38,29.55,1
0.51,2.27,1.17,1
3.31,11.67,38.61,1
1.71,5.48,9.37,1
3.83,14.74,56.43,1
0.56,2.11,1.18,1
3.03,11.66,35.36,1
2.9,11.29,32.78,1
0.66,2.55,1.68,0
0.17,1.13,0.19,1
4.74,18.08,85.69,1
1.42,3.8,5.41,0
1.9,5.83,11.1,0
0.1,1.92,0.19,0
0.91,3.47,3.16,0
3.34,13.44,44.88,1
2.83,10.47,29.6,1
0.29,1.05,0.3,0
3.22,11.88,38.26,1
0.96,5.63,5.43,1
0.27,1.22,0.32,0
1.11,3.79,4.21,1
2.97,9.96,29.55,1
0.41,3.14,1.29,0
4.14,15.6,64.6,0
3.37,13.4,45.17,1
0.1,1.06,0.11,0
0.68,2.21,1.5,1
0.1,0.92,0.09,0
0.37,0.94,0.35,0
3.58,12.82,45.93,0
0.46,2.67,1.23,1
3.07,11.56,35.53,1
3.22,12.66,40.79,1
0.1,0.71,0.07,0
0.1,0.89,0.09,0
4.72,16.7,78.86,1
0.1,0.5,0.05,0
3.96,14.79,58.6,1
3.55,12.84,45.64,1
1.86,7.42,13.81,1
0.6,3.24,1.95,1
4.18,16.96,70.89,1
0.22,0.55,0.12,0
1.18,4.73,5.61,1
0.91,3.82,3.49,0
0.1,0.88,0.09,0
0.73,2.08,1.53,1
0.1,1.84,0.18,1
3.53,14.15,49.93,1
3.17,12.82,40.65,1
2.57,10.72,27.55,0
0.26,1.43,0.38,1
0.8,2.23,1.79,0
0.72,2.61,1.86,0
1.78,5.46,9.74,1
0.36,1.69,0.6,1
0.16,0.5,0.08,1
2.79,10.58,29.57,1
2.31,9.73,22.43,1
1.04,3.57,3.7,0
2.88,10.72,30.84,1
1.07,4.07,4.33,0
0.73,1.29,0.94,0
3.49,13.03,45.43,1
1.21,2.63,3.19,1
4.17,15.39,64.26,1
3.85,15.32,58.97,1
0.1,0.74,0.07,0
2.05,7.33,15.04,1
3.75,14.27,53.49,1
3.32,11.77,39.1,1
0.16,0.62,0.1,1
0.1,2.72,0.27,1
0.1,1.86,0.19,0
4.01,15.27,61.23,1
2.7,10.38,28.0,1
1.07,3.29,3.53,1
2.72,9.7,26.37,1
0.1,0.67,0.07,0
4.09,15.13,61.89,1
0.1,1.1,0.11,0
3.6,14.92,53.66,0
3.5,13.57,47.52,1
0.69,2.71,1.88,0
3.73,12.82,47.82,1
0.42,2.18,0.91,0
3.58,12.68,45.38,1
3.23,11.94,38.55,1
3.28,13.23,43.36,1
3.54,14.26,50.42,1
4.52,16.8,75.95,1
4.38,16.33,71.6,1
3.28,11.91,39.1,1
1.23,3.73,4.6,1
0.1,0.5,0.05,1
0.81,1.78,1.44,1
3.6,14.24,51.3,1
0.78,3.28,2.56,1
3.47,13.62,47.23,1
0.97,2.92,2.82,0
0.46,0.81,0.37,1
2.63,10.05,26.45,1
2.75,10.5,28.89,1
1.6,5.96,9.52,1
0.64,2.19,1.4,0
4.17,17.22,71.87,1
1.97,7.81,15.37,0
3.19,13.69,43.67,1
1.25,5.75,7.17,1
0.99,5.14,5.1,0
0.95,2.75,2.61,1
0.36,1.85,0.67,0
1.18,4.13,4.87,1
2.31,7.47,17.28,0
2.92,12.29,35.86,1
4.02,15.04,60.43,1
3.13,11.04,34.51,1
2.48,9.09,22.56,0
3.32,11.99,39.86,1
3.28,11.91,39.05,0
2.71,10.14,27.53,1
3.62,15.12,54.68,1
1.49,5.13,7.64,0
0.1,1.71,0.17,0
3.28,13.14,43.07,1
1.75,6.97,12.2,1
1.52,6.39,9.74,0
0.1,0.5,0.05,1
0.1,1.41,0.14,0
3.67,14.41,52.95,1
3.04,10.22,31.05,1
3.63,14.04,50.97,0
3.5,13.92,48.7,1
2.93,10.9,31.9,1
0.1,0.5,0.05,0
1.79,6.3,11.25,0
4.04,14.25,57.6,1
0.43,0.5,0.21,1
3.39,11.63,39.38,1
1.13,4.85,5.5,1
3.53,11.42,40.28,1
4.33,15.92,68.92,0
3.75,13.63,51.08,1
0.83,2.93,2.44,0
3.51,11.84,41.54,1
0.54,2.37,1.28,1
0.5,0.87,0.44,0
4.16,16.71,69.51,1
1.41,4.88,6.9,1
2.44,9.19,22.42,1
3.44,13.06,44.87,1
0.21,0.98,0.2,0
1.83,6.99,12.82,0
0.61,1.98,1.21,0
0.64,2.72,1.75,0
4.14,16.11,66.72,0
4.29,15.68,67.27,1
1.53,6.15,9.39,0
1.52,6.72,10.19,1
3.16,12.58,39.8,1
4.25,16.89,71.78,0
1.09,4.29,4.69,1
3.03,10.75,32.54,1
3.31,11.94,39.54,1
0.79,3.24,2.55,1
0.61,3.07,1.87,0
4.52,19.39,87.57,1
0.1,1.17,0.12,0
0.82,2.18,1.78,0
1.35,4.52,6.09,1
3.53,15.23,53.71,1
3.16,11.85,37.48,1
3.6,13.74,49.52,1
3.61,12.95,46.74,1
0.1,1.63,0.16,1
3.3,12.94,42.68,1
2.69,9.59,25.78,1
3.28,11.67,38.25,1
3.45,13.37,46.19,1
3.54,13.48,47.67,1
1.9,7.89,14.99,1
2.76,10.91,30.09,1
4.09,15.34,62.77,1
0.79,2.57,2.03,0
0.1,0.5,0.05,0
0.43,1.18,0.5,1
0.34,1.17,0.39,0
2.84,10.79,30.62,1
3.76,13.56,50.93,1
0.93,4.06,3.79,1
3.33,12.37,41.26,1
2.54,8.98,22.83,1
2.17,7.96,17.27,0
3.23,12.46,40.22,1
3.15,12.05,38.03,1
3.11,12.17,37.87,1
0.24,1.64,0.39,1
2.69,11.26,30.28,1
0.39,1.7,0.66,0
4.41,15.9,70.12,0
3.57,13.35,47.66,1
0.93,2.73,2.54,1
4.06,16.77,68.06,1
2.76,12.08,33.33,1
3.89,15.31,59.58,1
0.79,3.69,2.91,1
1.88,7.35,13.83,1
3.57,13.88,49.61,0
2.01,6.38,12.85,1
0.54,1.99,1.07,0
3.72,13.41,49.84,1
0.2,0.97,0.19,1
1.04,3.92,4.1,0
0.1,1.94,0.19,1
0.1,1.11,0.11,0
0.72,2.95,2.12,1
3.24,12.11,39.25,1
0.1,1.72,0.17,1
4.53,17.2,77.95,1
0.1,0.65,0.06,0
0.25,0.99,0.25,1
1.27,4.51,5.74,1
4.29,16.34,70.15,1
2.6,8.32,21.64,0
1.12,3.02,3.38,1
3.97,15.38,61.12,1
3.37,14.07,47.48,1
3.84,14.86,57.03,0
3.29,11.91,39.17,1
1.0,2.64,2.63,0
0.79,3.62,2.86,1
0.19,0.5,0.09,1
0.33,1.75,0.57,1
0.1,0.69,0.07,0
0.86,3.63,3.11,1
0.8,3.05,2.43,0
0.17,0.96,0.16,1
1.6,5.97,9.53,0
0.1,0.5,0.05,0
1.47,4.82,7.09,1
0.1,0.5,0.05,1
4.48,16.87,75.5,1
4.17,17.06,71.15,0
0.41,2.16,0.89,1
1.53,6.01,9.23,1
1.07,3.5,3.76,1
0.6,3.07,1.84,0
0.1,0.5,0.05,1
3.51,14.61,51.29,0
0.75,2.06,1.54,1
3.19,11.53,36.78,1
0.98,3.05,2.99,1
0.7,1.49,1.05,1
0.64,1.7,1.1,1
2.38,9.11,21.65,1
3.09,11.17,34.53,1
2.5,6.43,16.09,1
0.1,1.24,0.12,1
0.1,0.5,0.05,1
0.87,3.76,3.25,1
4.53,17.22,77.94,1
0.57,3.86,2.2,0
2.12,8.87,18.85,1
2.98,10.91,32.47,1
3.85,14.07,54.2,1
3.0,12.62,37.9,1
0.16,0.5,0.08,0
4.27,16.4,70.1,1
2.98,11.2,33.34,1
2.81,10.42,29.31,1
0.1,0.66,0.07,1
1.03,4.07,4.2,1
1.44,5.83,8.37,0
2.53,9.71,24.53,0
3.16,12.34,38.98,1
3.4,12.99,44.18,1
1.73,6.04,10.43,1
1.17,4.46,5.24,0
0.57,1.6,0.91,0
0.1,0.5,0.05,1
3.84,14.31,54.91,0
0.19,0.63,0.12,1
3.29,12.54,41.32,1
1.31,5.7,7.44,1
0.69,2.22,1.53,0
0.1,0.54,0.05,1
1.04,4.04,4.2,0
1.34,4.61,6.18,1
0.1,0.5,0.05,1
1.26,5.58,7.03,1
0.81,3.24,2.64,1
0.1,0.56,0.06,0
0.12,0.5,0.06,0
0.34,2.87,0.98,1
4.24,15.58,65.98,1
0.1,0.5,0.05,1
1.65,6.95,11.44,1
3.3,12.47,41.2,0
1.37,4.98,6.85,1
1.1,3.73,4.09,1
1.5,7.19,10.79,0
1.21,4.9,5.95,0
3.6,14.1,50.71,1
0.57,2.3,1.32,1
0.62,2.56,1.58,1
0.49,2.98,1.46,1
1.06,3.82,4.04,1
0.1,0.5,0.05,0
3.26,13.08,42.62,1
3.98,15.51,61.69,1
4.22,16.12,68.01,1
2.91,11.45,33.37,1
3.7,13.77,51.01,1
0.4,1.55,0.63,1
3.91,14.75,57.66,1
1.35,4.67,6.33,1
3.58,14.57,52.22,1
3.32,11.47,38.02,0
0.61,4.19,2.54,1
3.05,12.3,37.52,1
1.33,3.64,4.85,1
1.19,4.35,5.18,0
3.85,14.49,55.8,0
3.59,13.97,50.21,1
3.52,12.6,44.42,0
0.41,1.6,0.66,1
1.33,4.97,6.63,0
3.01,10.85,32.66,0
3.28,11.75,38.48,1
0.36,2.09,0.74,0
4.94,17.42,86.1,1
3.63,14.17,51.39,1
1.57,6.59,10.33,0
0.27,0.87,0.24,0
0.1,0.5,0.05,0
5.2,20.69,107.54,1
1.24,4.14,5.11,1
0.44,1.19,0.52,0
0.66,2.12,1.41,0
2.16,9.15,19.8,0
3.97,16.11,63.91,1
0.55,0.96,0.52,1
0.95,4.41,4.19,0
2.72,10.99,29.88,1
3.33,13.9,46.28,1
4.61,17.82,82.12,1
0.86,3.23,2.78,1
3.41,13.87,47.27,1
3.21,12.74,40.85,1
3.18,13.86,44.03,1
0.83,3.9,3.22,0
0.31,1.31,0.41,0
0.95,2.68,2.55,1
0.51,1.48,0.76,1
3.56,12.39,44.13,1
1.1,3.99,4.37,0
0.1,1.12,0.11,0
1.21,4.6,5.58,1
1.9,8.03,15.22,0
0.1,0.65,0.07,0
2.93,10.83,31.76,1
2.99,11.42,34.12,1
4.01,15.6,62.48,1
4.23,16.17,68.32,1
3.51,13.47,47.33,1
0.77,2.32,1.79,1
2.7,9.93,26.85,1
0.1,2.19,0.22,1
0.74,3.8,2.83,0
2.24,7.33,16.43,1
3.92,13.0,50.92,1
1.4,5.37,7.5,1
0.65,3.17,2.04,0
3.55,13.08,46.46,1
0.43,2.44,1.04,1
1.53,5.86,8.96,0
0.51,1.82,0.94,1
4.26,16.81,71.7,1
2.73,9.97,27.25,1
4.43,16.59,73.39,1
4.15,16.3,67.61,1
1.69,6.4,10.82,1
2.9,12.54,36.36,1
0.51,2.51,1.29,0
1.55,6.38,9.87,1
0.61,2.28,1.39,0
0.53,2.7,1.42,0
1.7,6.21,10.56,0
1.68,6.59,11.04,1
2.97,10.56,31.4,1
2.81,11.5,32.31,1
0.54,2.29,1.25,1
3.43,14.62,50.14,1
0.55,4.0,2.19,1
0.25,1.57,0.4,0
3.16,12.05,38.02,1
2.38,8.3,19.78,1
3.41,13.69,46.7,1
1.03,4.1,4.24,0
0.91,3.87,3.5,0
4.02,16.67,67.06,0
4.14,15.06,62.3,1
4.29,15.55,66.69,1
0.73,2.58,1.88,0
0.1,1.04,0.1,0
1.31,5.42,7.1,1
0.1,0.5,0.05,1
0.98,4.33,4.25,0
1.29,3.95,5.11,0
3.75,13.6,51.06,1
0.3,1.07,0.32,1
3.69,13.59,50.21,1
0.1,1.09,0.11,0
2.79,10.82,30.16,0
0.35,2.74,0.96,0
1.73,6.38,11.05,1
3.52,13.29,46.82,1
4.17,16.8,69.99,0
0.1,0.5,0.05,0
3.24,13.52,43.88,1
1.61,6.56,10.57,0
3.06,9.74,29.82,1
3.72,15.1,56.22,1
0.17,1.37,0.23,1
0.38,2.2,0.83,1
0.1,0.5,0.05,0
0.12,0.5,0.06,1
3.46,12.67,43.81,1
0.94,2.9,2.73,0
1.15,5.75,6.6,0
1.59,6.02,9.55,1
4.18,15.87,66.41,0
1.25,5.19,6.49,1
2.73,10.82,29.51,1
1.53,3.15,4.81,1
3.57,13.04,46.56,1
1.25,3.6,4.49,0
3.14,12.27,38.56,1
0.77,2.69,2.07,1
0.19,0.75,0.14,1
0.55,0.5,0.27,1
2.76,10.24,28.24,1
4.05,16.28,65.91,1
3.28,13.6,44.64,1
0.92,4.07,3.75,0
0.93,2.45,2.27,1
0.21,1.82,0.39,0
1.25,5.32,6.65,1
1.84,6.88,12.63,0
0.1,0.5,0.05,0
3.27,13.18,43.06,1
3.89,14.29,55.53,1
3.93,15.22,59.85,1
2.23,8.54,19.06,1
0.91,4.68,4.26,0
1.02,3.79,3.89,1
3.33,12.64,42.1,1
3.61,14.98,54.11,1
3.87,14.18,54.87,1
4.35,17.17,74.66,1
0.39,1.32,0.51,0
2.67,9.35,24.98,1
2.7,10.27,27.76,1
4.07,16.0,65.06,1
0.1,1.46,0.15,0
3.65,15.04,54.86,1
1.09,3.91,4.27,0
0.18,0.5,0.09,0
3.4,12.68,43.17,1
3.95,14.08,55.64,1
2.97,11.1,32.95,1
3.6,13.4,48.21,1
3.64,14.41,52.46,1
3.43,11.28,38.73,1
0.47,1.2,0.57,0
0.66,1.94,1.29,0
0.1,1.33,0.13,0
1.36,4.28,5.82,0
2.83,10.92,30.89,1
0.44,1.57,0.69,1
4.55,18.12,82.39,0
2.56,10.2,26.09,1
1.5,5.78,8.66,1
3.57,13.12,46.86,1
0.59,0.74,0.43,0
2.45,9.53,23.39,1
3.91,15.27,59.67,0
3.63,12.55,45.61,1
3.51,12.35,43.36,1
1.71,6.72,11.52,0
0.79,3.28,2.59,1
0.84,2.38,1.99,0
0.62,1.89,1.17,1
5.44,19.21,104.58,1
0.1,1.48,0.15,1
0.28,0.5,0.14,1
